"FamilyName","Number_of_crosses","Total_Seeds_Extracted","Start_of_Sowing","End_of_Sowing","Number_of_Seeds_Sowed","Available_Seeds","Germination_Date","Number_of_Seedlings_Germinating","Transplanting_Date","Number_of_Seedlings_Transplanted","Seedlings_Screenhouse_Number","Survival_Date","Seedlings_Surviving","Harvesting_Date","Number_of_Tubers_Harvested","Storage_Date","Number_of_Tubers_Stored","Storage_Location","Sprouting_Date","Number_of_Sprouting_Tubers","Germination_Rate"
"TDr2826A/TDr0800068",1,60,"2019-09-14","2019-09-14",45,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
