"CrossNumber","Female_Genotype","Male_Genotype","Pollination_Date","Number_of_Flowers","Fruit_Set_Date","Number_of_Fruits","Fruit_Harvest_Date","Total_Fruits","RecordInformation/SeedProcessing/GoodSeedsExtracted","LookUpInfo/pullGoodSeedsExtracted","Seed_Processing_Date","Total_Seeds_Extracted"
"201908_(TDr2826A_2_7_4/TDr0800068_2_19)","TDr2826A","TDr0800068","2019-08-06","12","2019-08-08","12","2019-08-14","12","45",NA,"2019-09-07","60"
